food,gram,adjusted_protein,alanine,alcohol_ethyl,arginine,ash,aspartic_acid,beta_sitosterol,betaine,caffeine,calcium,campesterol,carb,carotene_alpha,carotene_beta,cholesterol,choline,copper,cryptoxanthin_beta,cystine,dihydrophylloquinone,energy,energy_2,fat,fat_10_0,fat_12_0,fat_13_0,fat_14_0,fat_14_1,fat_15_0,fat_15_1,fat_16_0,fat_16_1_c,fat_16_1_t,fat_16_1_undifferentiated,fat_17_0,fat_17_1,fat_18_0,fat_18_1_11_t,fat_18_1_c,fat_18_1_t,fat_18_1_undifferentiated,fat_18_2_CLAs,fat_18_2_i,fat_18_2_n_6_c_c,fat_18_2_t_not_further_defined,fat_18_2_t_t,fat_18_2_undifferentiated,fat_18_3_i,fat_18_3_n_3_c_c_c,fat_18_3_n_6_c_c_c,fat_18_3_undifferentiated,fat_18_4,fat_20_0,fat_20_1,fat_20_2_n_6_c_c,fat_20_3_n_3,fat_20_3_n_6,fat_20_3_undifferentiated,fat_20_4_n_6,fat_20_4_undifferentiated,fat_20_5_n_3,fat_21_5,fat_22_0,fat_22_1_c,fat_22_1_t,fat_22_1_undifferentiated,fat_22_4,fat_22_5_n_3,fat_22_6_n_3,fat_24_0,fat_24_1_c,fat_4_0,fat_6_0,fat_8_0,fat_monounsaturated,fat_polyunsaturated,fat_saturated,fat_trans,fat_trans_monoenoic,fat_trans_polyenoic,fiber,fluoride,folate,folate_dfe,folate_food,folic_acid,food_group,food_id,fructose,galactose,glucose,glutamic_acid,glycine,histidine,hydroxyproline,iron,isoleucine,lactose,leucine,lutein_zeaxanthin,lycopene,lysine,magnesium,maltose,manganese,max_grams_day,max_grams_meal,menaquinone_4,methionine,niacin,pantothenic_acid,phenylalanine,phosphorus,phytosterols,potassium,proline,protein,retinol,riboflavin,selenium,serine,serving_size,sodium,starch,stigmasterol,sucrose,sugar,theobromine,thiamin,threonine,tocopherol_beta,tocopherol_delta,tocopherol_gamma,tocotrienol_alpha,tocotrienol_beta,tocotrienol_delta,tocotrienol_gamma,tryptophan,tyrosine,usda_name,valine,vitamin_a_iu,vitamin_a_rae,vitamin_b12,vitamin_b12_added,vitamin_b6,vitamin_c,vitamin_d,vitamin_d2,vitamin_d3,vitamin_d_d2andd3,vitamin_e_added,vitamin_e_alpha_tocopherol,vitamin_k,water,zinc
1 1/2 tbs wakame (NISHIMOTO) for salad or otherwise reconstituted,6,0,0.00816,0,0.00552,0.432,0.01074,0,0,0,9,0,0.5484,0,12.96,0,0.834,0.01704,0,0.00168,0,2.7,11.28,0.0384,0,0,0,0.00042,0,0,0,0.00702,0,0,0.00114,0,0,0.00036,0,0,0,0.0012,0,0,0,0,0,0.0006,0,0,0,0.00012,0,0,0.0012,0,0,0,0,0,0.00126,0.01116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348,0.01308,0.0078,0,0,0,0.03,0,11.76,11.76,11.76,0,"roots, herbs & grasses",11669,0,0,0,0.01194,0.00672,0.0009,0,0.1308,0.00522,0,0.01542,0,0,0.00672,6.42,0,0.084,-1,-1,0,0.00378,0.096,0.04182,0.00672,4.8,0,3,0.00552,0.1818,0,0.0138,0.042,0.00468,6,52.32,0,0,0,0.039,0,0.0036,0.0099,0,0,0,0,0,0,0,0.0021,0.00294,"Seaweed, wakame, raw",0.01254,21.6,1.08,0,0,0.00012,0.18,0,0,0,0,0,0.06,0.318,4.7994,0.0228
1 tbs wakame (NISHIMOTO) for ramen or udon soup,4,0,0,0,0,0,0,0,0,0,6,0,0.4,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,"roots, herbs & grasses",45083869,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,4,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAMA WAKAME SALTED SEAWEED, UPC: 011152003405",0,40,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0
1/2 tbs wakame (NISHIMOTO) for miso soup,2,0,0,0,0,0,0,0,0,0,3,0,0.2,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,"roots, herbs & grasses",45083869,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2,189.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NAMA WAKAME SALTED SEAWEED, UPC: 011152003405",0,20,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0
a dash of katsuobushi (EDEN) as a topping,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,condiments,45077225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,10,0,0.6667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BONITO FLAKES AGED AND DRIED, UPC: 024182002164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a half cup of katsuobushi (EDEN) for dashi stock,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,liquids,45077225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,120,0,8.0004,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BONITO FLAKES AGED AND DRIED, UPC: 024182002164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alaskan pollock p20f00,120,0,0,0,0,1.608,0,0,0,0,14.4,0,0,0,0,73.2,0,0.0492,0,0,0,84,352.8,0.228,0,0,0,0.0024,0,0,0,0.0372,0.0024,0,0.0024,0,0,0.0072,0,0.0168,0.0012,0.018,0,0,0.0024,0,0,0.0024,0,0,0,0,0.0012,0,0.0084,0,0,0.0012,0.0012,0,0.0012,0.024,0,0,0.0012,0,0.0012,0,0.0024,0.0504,0,0.0012,0,0,0,0.0516,0.0864,0.0468,0.0012,0.0012,0,0,0,0,0,0,0,proteins,15266,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,40.8,0,0.0132,-1,-1,0,0,0,0,0,228,0,397.2,0,20.604,0,0,0,0,120,190.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fish, pollock, Alaska, raw (not previously frozen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.388,0.48
alfalfa sprouts,17,0,0,0,0,0.068,0,0,0.068,0,5.44,0,0.357,1.02,14.79,0,2.448,0.02669,1.02,0,0,3.91,16.32,0.1173,0,0,0,0.00034,0,0,0,0.01003,0,0,0,0,0,0.00136,0,0,0,0.00952,0,0,0,0,0,0.03978,0,0,0,0.02975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00952,0.06953,0.01173,0,0,0,0.323,0,6.12,6.12,6.12,0,vegetables,11001,0.0204,0,0.0136,0,0,0,0,0.1632,0.02431,0,0.04539,0,0,0.03638,4.59,0,0.03196,-1,-1,0,0,0.08177,0.09571,0,11.9,0,13.43,0,0.6783,0,0.02142,0.102,0,17,1.02,0,0,0,0.034,0,0.01292,0.02278,0,0,0,0,0,0,0,0,0,"Alfalfa seeds, sprouted, raw",0.02465,26.35,1.36,0,0,0.00578,1.394,0,0,0,0,0,0.0034,5.185,15.7794,0.1564
anise seed,1,0,0,0,0,0.0695,0,0,0,0,6.46,0,0.5002,0,0,0,0,0.0091,0,0,0,3.37,14.11,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978,0,0,0,0,0,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978,0.0315,0.00586,0,0,0,0.146,0,0.1,0.1,0.1,0,spices,2002,0,0,0,0,0,0,0,0.3696,0,0,0,0,0,0,1.7,0,0.023,-1,-1,0,0,0.0306,0.00797,0,4.4,0,14.41,0,0.176,0,0.0029,0.05,0,1,0.16,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,"Spices, anise seed",0,3.11,0.16,0,0,0.0065,0.21,0,0,0,0,0,0,0,0.0954,0.053
apple cider vinegar,21,0,0,0,0,0.0357,0,0,0,0,1.47,0,0.1953,0,0,0,0,0.00168,0,0,0,4.41,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acids,2048,0.063,0,0.021,0,0,0,0,0.042,0,0,0,0,0,0,1.05,0,0.05229,42,-1,0,0,0,0,0,1.68,0,15.33,0,0,0,0,0.021,0,21,1.05,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,"Vinegar, cider",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7001,0.0084
"arugula / ""rocket""",35,0,0,0,0,0.49,0,0,0.035,0,56,0,1.2775,0,498.4,0,5.355,0.0266,0,0,0,8.75,36.75,0.231,0,0.00105,0,0,0,0,0,0.0252,0,0,0.00035,0,0,0.0014,0,0,0,0.0161,0,0,0,0,0,0.0455,0,0,0,0.0595,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01715,0.11165,0.0301,0,0,0,0.56,0,33.95,33.95,33.95,0,"roots, herbs & grasses",11959,0,0,0,0,0,0,0,0.511,0,0,0,1244.25,0,0,16.45,0,0.11235,-1,-1,0,0,0.10675,0.15295,0,18.2,0,129.15,0,0.903,0,0.0301,0.105,0,35,9.45,0,0,0,0.7175,0,0.0154,0,0,0,0,0,0,0,0,0,0,"Arugula, raw",0,830.55,41.65,0,0,0.02555,5.25,0,0,0,0,0,0.1505,38.01,32.0985,0.1645
atlantic cod p21f00,120,0,1.2924,0,1.2792,1.392,2.1876,0,0,0,19.2,0,0,0,0,51.6,78.24,0.0336,0,0.2292,0,98.4,411.6,0.804,0,0,0,0.0108,0,0,0,0.1092,0,0,0.0192,0,0,0.036,0,0,0,0.0732,0,0,0,0,0,0.006,0,0,0,0.0012,0.0012,0,0.018,0,0,0,0,0,0.0264,0.0768,0,0,0,0,0.0036,0,0.012,0.144,0,0,0,0,0,0.1128,0.2772,0.1572,0,0,0,0,0,8.4,8.4,8.4,0,proteins,15015,0,0,0,3.1896,1.026,0.6288,0,0.456,0.9852,0,1.7364,0,0,1.962,38.4,0,0.018,-1,-1,0,0.6324,2.4756,0.1836,0.834,243.6,0,495.6,0.756,21.372,14.4,0.078,39.72,0.8712,120,64.8,0,0,0,0,0,0.0912,0.9372,0,0,0,0,0,0,0,0.2388,0.7212,"Fish, cod, Atlantic, raw",1.1004,48,14.4,1.092,0,0.294,1.2,43.2,0,1.08,1.08,0,0.768,0.12,97.464,0.54
atlantic croaker p21f04,120,0,1.29,0,1.2768,1.332,2.1852,0,0,0,18,0,0,0,0,73.2,80.4,0.0504,0,0.2292,0,124.8,522,3.804,0,0,0,0.0588,0,0,0,1.0032,0,0,0.5568,0,0,0.2436,0,0,0,0.7116,0,0,0,0,0,0.0552,0,0,0,0.0108,0.0132,0,0.1032,0,0,0,0,0,0.1104,0.1476,0,0,0,0,0,0,0.1032,0.1164,0,0,0,0,0,1.3788,0.5568,1.3056,0,0,0,0,0,18,18,18,0,proteins,15020,0,0,0,3.1848,1.0248,0.6276,0,0.444,0.9828,0,1.734,0,0,1.9596,48,0,0.03,-1,-1,0,0.6312,5.04,0.9,0.8328,252,0,414,0.7548,21.336,14.4,0.114,43.8,0.87,120,67.2,0,0,0,0,0,0.09,0.936,0,0,0,0,0,0,0,0.2388,0.72,"Fish, croaker, Atlantic, raw",1.0992,49.2,14.4,3,0,0.36,0,32.4,0,0.84,0.84,0,1.548,0.12,93.636,0.504
atlantic herring p21f11,120,0,1.3032,0,1.29,1.752,2.2068,0,0,0,68.4,0,0,0,0,72,78,0.1104,0,0.2316,0,189.6,793.2,10.848,0.006,0.0144,0,0.6648,0,0,0,1.6236,0,0,0.7464,0,0,0.1308,0,0,0,1.8192,0,0,0,0,0,0.156,0,0,0,0.1236,0.2568,0,0.8652,0,0,0,0,0,0.072,0.8508,0,0,0,0,1.008,0,0.066,1.0344,0,0,0,0,0,4.4832,2.5596,2.448,0,0,0,0,0,12,12,12,0,proteins,15039,0,0,0,3.2172,1.0344,0.6348,0,1.32,0.9936,0,1.752,0,0,1.98,38.4,0,0.042,-1,-1,0,0.6384,3.8604,0.774,0.8412,283.2,0,392.4,0.762,21.552,33.6,0.2796,43.8,0.8796,120,108,0,0,0,0,0,0.1104,0.9444,0,0,0,0,0,0,0,0.2412,0.7272,"Fish, herring, Atlantic, raw",1.11,111.6,33.6,16.404,0,0.3624,0.84,200.4,0,5.04,5.04,0,1.284,0.12,86.46,1.188
atlantic mackerel p22f16,120,0,1.35,0,1.3356,1.62,2.286,0,0,0,14.4,0,0,0,0,84,78,0.0876,0,0.2388,0,246,1029.6,16.668,0,0.0204,0,0.8088,0,0,0,2.55,0,0,0.8724,0,0,0.5076,0,0,0,2.7396,0,0,0,0,0,0.2628,0,0,0,0.1908,0.3336,0,1.2468,0,0,0,0,0,0.2196,1.0776,0,0,0,0,1.6884,0,0.2544,1.6812,0,0,0,0,0,6.5472,4.02,3.9084,0,0,0,0,0,1.2,1.2,1.2,0,proteins,15046,0,0,0,3.3324,1.0716,0.6576,0,1.956,1.0284,0,1.8144,0,0,2.0496,91.2,0,0.018,-1,-1,0,0.6612,10.896,1.0272,0.8712,260.4,0,376.8,0.7896,22.32,60,0.3744,52.92,0.9108,120,108,0,0,0,0,0,0.2112,0.978,0,0,0,0,0,0,0,0.2496,0.7536,"Fish, mackerel, Atlantic, raw",1.1496,200.4,60,10.452,0,0.4788,0.48,771.6,0,19.32,19.32,0,1.824,6,76.26,0.756
atlantic pollock p19f01,120,0,1.4112,0,1.3968,1.692,2.3892,0,0,0,72,0,0,0,0,85.2,90.96,0.06,0,0.2496,0,110.4,462,1.176,0,0,0,0.006,0,0,0,0.1008,0,0,0.0144,0,0,0.0516,0,0,0,0.0804,0,0,0,0,0,0.0108,0,0,0,0,0.006,0,0.0264,0,0,0,0,0,0.0312,0.0852,0,0,0,0,0.012,0,0.0264,0.42,0,0,0,0,0,0.1344,0.5796,0.162,0,0,0,0,0,3.6,3.6,3.6,0,proteins,15065,0,0,0,3.4836,1.1196,0.6864,0,0.552,1.0752,0,1.896,0,0,2.1432,80.4,0,0.018,-1,-1,0,0.6912,3.924,0.4296,0.9108,265.2,0,427.2,0.8256,23.328,16.8,0.222,43.8,0.9516,120,103.2,0,0,0,0,0,0.0564,1.0224,0,0,0,0,0,0,0,0.2616,0.7872,"Fish, pollock, Atlantic, raw",1.2024,55.2,16.8,3.828,0,0.3444,0,50.4,0,1.2,1.2,0,0.276,0.12,93.816,0.564
avocado oil,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.78,166.455,4.5,0,0,0,0,0,0,0,0.4905,0,0,0.119925,0,0,0.0297,0,0,0,3.055005,0,0,0,0,0,0.56385,0,0,0,0.043065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17493,0.60687,0.5202,0,0,0,0,0,0,0,0,0,fats,4581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oil, avocado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baby corn,43,0,0.12685,0,0.05633,0.2666,0.10492,0,0,0,0.86,0,8.041,6.88,20.21,0,9.89,0.02322,49.45,0.01118,0,36.98,154.8,0.5805,0.00129,0.00043,0,0.00043,0.00086,0.00043,0,0.11266,0.00172,0,0.00172,0.00043,0,0.01935,0,0.17888,0,0.18017,0,0,0.20124,0,0,0.20296,0,0.00602,0,0.00602,0,0.00301,0.00258,0,0,0,0,0,0.00043,0,0,0,0,0,0,0,0,0,0.00129,0,0,0,0,0.18576,0.20941,0.13975,0,0,0,0.86,0,18.06,18.06,18.06,0,vegetables,11167,0.8342,0,1.4749,0.27348,0.05461,0.03827,0,0.2236,0.05547,0,0.14964,276.92,0,0.05891,15.91,0,0.07009,-1,43,0,0.02881,0.7611,0.30831,0.0645,38.27,0,116.1,0.12556,1.4061,0,0.02365,0.258,0.06579,43,6.45,2.451,0,0.3827,2.6918,0,0.06665,0.05547,0,0,0.0645,0,0,0,0,0.00989,0.05289,"Corn, sweet, yellow, raw",0.07955,80.41,3.87,0,0,0.03999,2.924,0,0,0,0,0,0.0301,0.129,32.7015,0.1978
balsamic vinegar,5.3,0,0,0,0,0.01961,0,0,0,0,1.431,0,0.90259,0,0,0,0,0.001378,0,0,0,4.664,19.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acids,2069,0.39114,0,0.40121,0,0,0,0,0.03816,0,0,0,0,0,0,0.636,0,0.006943,15.9,-1,0,0,0,0,0,1.007,0,5.936,0,0.02597,0,0,0,0,5.3,1.219,0,0,0,0.79235,0,0,0,0,0,0,0,0,0,0,0,0,"Vinegar, balsamic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05185,0.00424
bean sprouts (mung),50,0,0.0495,0,0.0985,0.22,0.2395,0,0,0,6.5,0,2.97,3,3,0,7.2,0.082,3,0.0085,0,15,63,0.09,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0.004,0,0,0,0.011,0,0,0,0,0,0.021,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.029,0.023,0,0,0,0.9,0,30.5,30.5,30.5,0,vegetables,11043,0,0,0,0.0805,0.0315,0.035,0,0.455,0.066,0,0.0875,0,0,0.083,10.5,0,0.094,-1,-1,0,0.017,0.3745,0.19,0.0585,27,7.5,74.5,0,1.52,0,0.062,0.3,0.0165,50,3,0,0,0,2.065,0,0.042,0.039,0,0,0,0,0,0,0,0.0185,0.026,"Mung beans, mature seeds, sprouted, raw",0.065,10.5,0.5,0,0,0.044,6.6,0,0,0,0,0,0.05,16.5,45.2,0.205
"beef bottom sirloin tri tips, trimmed fat, all grades ",125,0,1.56875,0,1.66875,1.2875,2.35,0,15.875,0,31.25,0,0,0,0,82.5,107.75,0.0875,0,0.3325,0,206.25,865,10.6875,0.00875,0.00625,0,0.2575,0,0,0,2.46125,0,0,0.40625,0,0,1.1925,0,0,0,4.8975,0,0,0,0,0,0.37875,0,0,0,0.065,0,0,0.0025,0,0,0,0,0,0.04875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3075,0.4925,3.925,0,0,0,0,0,13.75,13.75,13.75,0,proteins,13954,0,0,0,3.87375,1.57125,0.82375,0.27125,1.8625,1.17375,0,2.0525,0,0,2.18125,26.25,0,0.01375,-1,-1,0,0.6725,7.60875,0.7425,1.01875,236.25,0,396.25,1.23,25.8,0,0.125,28.875,1.01625,125,65,0,0,0,0,0,0.08,1.03125,0,0,0,0,0,0,0,0.17,0.8225,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.28,0,0,1.325,0,0.70375,0,0,0,0,0,0,0.4,1.625,87.6,4.475
beef liver,125,0,1.455,0,1.55125,1.6375,2.40875,0,5.5,0,6.25,0,4.8625,13.75,290,343.75,416.625,12.19375,16.25,0.47,0,168.75,705,4.5375,0,0,0,0.01875,0,0.00875,0,0.39,0,0,0.045,0.0375,0.01625,1.0775,0,0,0,0.52875,0,0,0.37375,0,0,0.37375,0,0.00875,0.01125,0.02,0,0,0.00875,0.0125,0,0,0,0,0.17625,0,0,0.01125,0,0,0,0,0,0,0,0,0,0,0,0.59875,0.58125,1.54125,0.2125,0,0,0,0,362.5,362.5,362.5,0,proteins,13325,0,0,0,3.265,1.455,0.78625,0.0575,6.125,1.20875,0,2.3875,0,0,2.00875,22.5,0,0.3875,-1,-1,0,0.67875,16.46875,8.96625,1.355,483.75,0,391.25,1.20125,25.45,6185,3.44375,49.625,1.13125,125,86.25,0,0,0,0,0,0.23625,1.08625,0,0,0.0875,0,0,0,0,0.32875,1.00875,"Beef, variety meats and by-products, liver, raw",1.575,21122.5,6210,74.125,0,1.35375,1.625,61.25,0,1.5,1.5,0,0.475,3.875,88.5125,5
beef pastrami,100,0,1.303,0,1.39,3.4,1.955,0,10.7,0,10,0,0.36,0,22,68,81.6,0.091,6,0.277,0,147,615,5.82,0.006,0.006,0,0.223,0,0,0,1.654,0,0,0.209,0,0,0.792,0,0,0,1.905,0,0,0,0,0,0.116,0,0,0,0.011,0,0,0.004,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.118,0.145,2.681,0,0,0,0,20.3,6,6,6,0,proteins,13355,0.01,0,0,3.221,1.306,0.684,0.225,2.22,0.976,0,1.706,11,0,1.812,17,0,0.027,-1,-1,0,0.558,4.26,0.265,0.847,175,0,210,1.022,21.8,0,0.161,17.7,0.845,100,1078,0,0,0,0.1,0,0.052,0.857,0,0,0,0,0,0,0,0.141,0.683,"Beef, cured, pastrami",1.065,42,2,1.87,0,0.221,0.3,4,0,0.1,0.1,0,0.12,0.7,69.53,4.98
"beef shank crosscuts, 1/4"" fat, choice grade",125,0,1.64,0,1.71875,1.8,2.48375,0,0,0,25,0,0,0,0,48.75,0,0.08875,0,0.305,0,160,670,4.8125,0,0,0,0.1125,0,0,0,0.9625,0,0,0.2,0,0,0.4625,0,0,0,1.9,0,0,0,0,0,0.1375,0,0,0,0.0125,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.1875,1.6,0,0,0,0,0,10,10,10,0,proteins,13227,0,0,0,4.085,1.48375,0.93125,0,2.9,1.2225,0,2.14875,0,0,2.2625,17.5,0,0.0175,-1,-1,0,0.69625,7.175,0.4375,1.06125,255,0,483.75,1.2,27.1875,0,0.275,22.125,1.04,125,78.75,0,0,0,0,0,0.125,1.1875,0,0,0,0,0,0,0,0.305,0.91375,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw",1.3225,0,0,4.1625,0,0.5875,0,0,0,0,0,0,0,0,91.2875,8.675
"beef short ribs, fat trimmed, all grades (english cut or flanken)",125,0,1.24625,0,1.43875,1.05,1.96,0,25.125,0,15,0,0,0,0,93.75,78.5,0.0875,0,0.22875,0,293.75,1228.75,22.9125,0,0,0,0.69375,0.1375,0,0,5.3325,0.70125,0,0.70125,0.30625,0.2,3.61625,0,8.90375,1.50875,10.41375,0.10125,0,0.7,0,0,0.80125,0,0.04375,0,0.04375,0,0.015,0.055,0.005,0,0,0,0,0.05125,0.00125,0,0,0,0,0,0,0.005,0,0.01125,0,0,0,0,11.5075,0.9075,9.97375,1.50875,1.50875,0,0,0,3.75,3.75,3.75,0,proteins,23128,0,0,0,3.45625,0.99625,0.7075,0.14875,2.8,0.92875,0,1.7575,0,0,1.91,22.5,0,0.01375,-1,-1,0,0.62,4.11625,0.81125,0.83125,206.25,0,346.25,0.8975,21.85,5,0.21,23.375,0.83875,125,97.5,0,0,0,0,0,0.0975,0.96125,0,0,0,0,0,0,0,0.24625,0.75375,"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",0.9875,18.75,5,3.75,0,0.37,0,6.25,0,0.125,0.125,0,0.1875,1.875,79.8,8.8375
beef shoulder medallion,125,0,1.56125,0,1.66,1.15,2.33875,0,0,0,6.25,0,0,0,0,71.25,0,0.16375,0,0.33125,0,180,752.5,7.775,0,0,0,0.18375,0.03875,0.0275,0,1.51375,0,0,0.18875,0.06875,0,0.795,0,2.22375,0.21875,2.4425,0,0,0.295,0,0.05,0.345,0,0.0125,0,0.0125,0,0,0,0,0,0,0,0,0.0675,0,0,0.0225,0,0,0,0,0,0,0,0,0,0,0,2.67,0.425,2.61,0.26875,0.21875,0,0,0,8.75,8.75,8.75,0,proteins,23053,0,0,0,3.85375,1.56375,0.81875,0.27,2.4375,1.1675,0,2.0425,0,0,2.17,28.75,0,0.02,-1,-1,0,0.66875,5.6375,0.99875,1.01375,245,0,408.75,1.22375,25.675,0,0.33625,41.625,1.01125,125,72.5,0,0,0,0,0,0.10875,1.025,0.0125,0,0.025,0,0,0,0,0.16875,0.8175,"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.27375,0,0,4.9625,0,0.62875,0,0,0,0,0,0,0.1125,0.25,91,4.65
"beef tenderloin & filet mignon, 0% fat, all grades",125,0,1.68375,0,1.84875,1.375,2.645,0,11.875,0,17.5,0,0,0,0,76.25,70.125,0.07875,0,0.27625,0,183.75,768.75,8.3375,0.00625,0.00625,0,0.1925,0.04625,0.03625,0,1.625,0.20125,0.02625,0.2275,0.08625,0.06,0.99,0,2.525,0.3475,2.8725,0.0375,0,0.36125,0.0425,0,0.44125,0,0.01625,0,0.01625,0,0.00625,0.01625,0.0025,0,0.02125,0.02125,0,0.07,0.00375,0,0,0,0,0,0,0.0125,0.00125,0.00625,0,0,0,0,3.2225,0.5675,2.95375,0.41625,0.37375,0,0,0,3.75,3.75,3.75,0,proteins,23342,0,0,0,4.44,1.33625,1.0175,0.185,3.1125,1.265,0,2.34,0,0,2.60125,15,0,0.00875,-1,-1,0,0.735,5.89625,0.4525,1.08875,265,0,356.25,1.21875,27.15,3.75,0.39125,25.25,1.1175,125,55,0,0,0,0,0,0.06625,1.28,0,0,0,0,0,0,0,0.30375,1.01125,"Beef, loin, tenderloin steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",1.3575,13.75,3.75,4.35,0,0.76125,0,2.5,0,0.125,0.125,0,0.225,1.875,89.625,4.025
