food,gram,adjusted_protein,alanine,alcohol_ethyl,arginine,ash,aspartic_acid,beta_sitosterol,betaine,caffeine,calcium,campesterol,carb,carotene_alpha,carotene_beta,cholesterol,choline,copper,cryptoxanthin_beta,cystine,dihydrophylloquinone,energy,energy_2,fat,fat_10_0,fat_12_0,fat_13_0,fat_14_0,fat_14_1,fat_15_0,fat_15_1,fat_16_0,fat_16_1_c,fat_16_1_t,fat_16_1_undifferentiated,fat_17_0,fat_17_1,fat_18_0,fat_18_1_11_t,fat_18_1_c,fat_18_1_t,fat_18_1_undifferentiated,fat_18_2_CLAs,fat_18_2_i,fat_18_2_n_6_c_c,fat_18_2_t_not_further_defined,fat_18_2_t_t,fat_18_2_undifferentiated,fat_18_3_i,fat_18_3_n_3_c_c_c,fat_18_3_n_6_c_c_c,fat_18_3_undifferentiated,fat_18_4,fat_20_0,fat_20_1,fat_20_2_n_6_c_c,fat_20_3_n_3,fat_20_3_n_6,fat_20_3_undifferentiated,fat_20_4_n_6,fat_20_4_undifferentiated,fat_20_5_n_3,fat_21_5,fat_22_0,fat_22_1_c,fat_22_1_t,fat_22_1_undifferentiated,fat_22_4,fat_22_5_n_3,fat_22_6_n_3,fat_24_0,fat_24_1_c,fat_4_0,fat_6_0,fat_8_0,fat_monounsaturated,fat_polyunsaturated,fat_saturated,fat_trans,fat_trans_monoenoic,fat_trans_polyenoic,fiber,fluoride,folate,folate_dfe,folate_food,folic_acid,food_group,food_id,fructose,galactose,glucose,glutamic_acid,glycine,histidine,hydroxyproline,iron,isoleucine,lactose,leucine,lutein_zeaxanthin,lycopene,lysine,magnesium,maltose,manganese,max_grams_day,max_grams_meal,menaquinone_4,methionine,niacin,pantothenic_acid,phenylalanine,phosphorus,phytosterols,potassium,proline,protein,retinol,riboflavin,selenium,serine,serving_size,sodium,starch,stigmasterol,sucrose,sugar,theobromine,thiamin,threonine,tocopherol_beta,tocopherol_delta,tocopherol_gamma,tocotrienol_alpha,tocotrienol_beta,tocotrienol_delta,tocotrienol_gamma,tryptophan,tyrosine,usda_name,valine,vitamin_a_iu,vitamin_a_rae,vitamin_b12,vitamin_b12_added,vitamin_b6,vitamin_c,vitamin_d,vitamin_d2,vitamin_d3,vitamin_d_d2andd3,vitamin_e_added,vitamin_e_alpha_tocopherol,vitamin_k,water,zinc
fresh parsley,7.6,0,0.01482,0,0.009272,0.1672,0.022344,0,0,0,10.488,0,0.48108,0,384.104,0,0.9728,0.011324,0,0.001064,0,2.736,11.476,0.06004,0,0,0,0.000608,0,0,0,0.006384,0,0,0.000608,0,0,0.002964,0,0,0,0.021812,0,0,0,0,0,0.00874,0,0,0,0.000608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02242,0.009424,0.010032,0,0,0,0.2508,0,11.552,11.552,11.552,0,"roots, herbs & grasses",11297,0,0,0,0.018924,0.01102,0.004636,0,0.4712,0.008968,0,0.015504,422.636,0,0.013756,3.8,0,0.01216,-1,-1,0,0.003192,0.099788,0.0304,0.01102,4.408,0.38,42.104,0.016188,0.22572,0,0.007448,0.0076,0.010336,7.6,4.256,0,0,0,0.0646,0,0.006536,0.009272,0,0,0.04028,0,0,0,0,0.00342,0.006232,"Parsley, fresh",0.013072,640.224,31.996,0,0,0.00684,10.108,0,0,0,0,0,0.057,124.64,6.66596,0.08132
fresh rosemary,3.4,0,0.005848,0,0.005202,0.0799,0.013294,0,0,0,10.778,0,0.7038,0,0,0,0,0.010234,0,0.001258,0,4.454,18.632,0.19924,0.000646,0.000476,0,0.004114,0,0,0,0.065314,0,0,0.002244,0,0,0.007854,0,0,0,0.034816,0,0,0,0,0,0.015198,0,0,0,0.014076,0,0,0.001632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03944,0.030634,0.096492,0,0,0,0.4794,0,3.706,3.706,3.706,0,"roots, herbs & grasses",2063,0,0,0,0.012274,0.005406,0.002244,0,0.2261,0.004624,0,0.008466,0,0,0.004862,3.094,0,0.03264,-1,-1,0,0.001598,0.031008,0.027336,0.005746,2.244,1.496,22.712,0.004624,0.11254,0,0.005168,0,0.004386,3.4,0.884,0,0,0,0,0,0.001224,0.004624,0,0,0,0,0,0,0,0.001734,0.0034,"Rosemary, fresh",0.00561,99.416,4.964,0,0,0.011424,0.7412,0,0,0,0,0,0,0,2.30418,0.03162
fresh thyme,4.8,0,0,0,0,0.1536,0,0,0,0,19.44,0,1.1736,0,136.848,0,0,0.02664,0,0,0,4.848,20.304,0.08064,0.001008,0.001872,0,0.001248,0,0,0,0.014064,0,0,0,0,0,0.002256,0,0,0,0.003888,0,0,0,0,0,0.00408,0,0,0,0.021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001968,0.003888,0.025536,0.022416,0,0,0,0.672,0,2.16,2.16,2.16,0,"roots, herbs & grasses",2049,0,0,0,0,0,0,0,0.8376,0.01368,0,0.012576,0,0,0.006048,7.68,0,0.082512,-1,-1,0,0,0.087552,0.019632,0,5.088,0,29.232,0,0.26688,0,0.022608,0,0,4.8,0.432,0,0,0,0,0,0.002304,0.007392,0,0,0,0,0,0,0,0.005472,0,"Thyme, fresh",0.014736,228.048,11.424,0,0,0.016704,7.6848,0,0,0,0,0,0,0,3.12528,0.08688
galangal powder,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spices,45099321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BUTTERFLY, GALANGAL POWDER, UPC: 8992984610424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ginger,3,0,0.00093,0,0.00129,0.0231,0.00624,0,0,0,0.48,0,0.5331,0,0,0,0.864,0.00678,0,0.00024,0,2.4,9.99,0.0225,0,0.00117,0,0.00054,0,0,0,0.0036,0,0,0.00063,0,0,0.00051,0,0,0,0.00357,0,0,0,0,0,0.0036,0,0,0,0.00102,0,0,0.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021,0.00462,0.00462,0.00609,0,0,0,0.06,0,0.33,0.33,0.33,0,"roots, herbs & grasses",11216,0,0,0,0.00486,0.00129,0.0009,0,0.018,0.00153,0,0.00222,0,0,0.00171,1.29,0,0.00687,-1,-1,0,0.00039,0.0225,0.00609,0.00135,1.02,0.45,12.45,0.00123,0.0546,0,0.00102,0.021,0.00135,3,0.39,0,0,0,0.051,0,0.00075,0.00108,0,0,0,0,0,0,0,0.00036,0.0006,"Ginger root, raw",0.00219,0,0,0,0,0.0048,0.15,0,0,0,0,0,0.0078,0.003,2.3667,0.0102
ginger powder,1,0,0,0,0,0,0,0,0,0,0,0,0.0755,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spices,45100299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0.0189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BUTTERFLY, GINGER POWDER, UPC: 8992984611124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glutinous rice / sticky rice (purple or white),174,0,0.20358,0,0.29232,0.1218,0.3306,0,0,0,3.48,0,36.6966,0,0,0,3.654,0.08526,0,0.07134,0,168.78,706.44,0.3306,0,0,0,0.00174,0,0,0,0.05742,0,0,0.00174,0,0,0.00522,0,0,0,0.1218,0,0,0,0,0,0.11484,0,0,0,0.00522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1218,0.12006,0.06786,0,0,0,1.74,0,1.74,1.74,1.74,0,grains,20055,0,0,0,0.68382,0.16008,0.08178,0,0.2436,0.15138,0,0.29058,0,0,0.12702,8.7,0,0.45588,-1,-1,0,0.08178,0.5046,0.3741,0.18792,13.92,0,17.4,0.1653,3.5148,0,0.02262,9.744,0.18444,174,8.7,0,0,0,0.087,0,0.0348,0.12528,0,0,0,0,0,0,0,0.04002,0.11658,"Rice, white, glutinous, unenriched, cooked",0.21402,0,0,0,0,0.04524,0,0,0,0,0,0,0.0696,0,133.3362,0.7134
glutinous rice flour,50,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,183.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flour,45018064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,100,0,0,0,0,0,0,0,0,0,3.335,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ERAWAN, GLUTINOUS RICE FLOUR, UPC: 055104001026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
granulated refined sugar,14,0,0,0,0,0.0014,0,0,0,0,0.14,0,13.9972,0,0,0,0,0.00098,0,0,0,54.18,226.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sugars,19335,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.00056,-1,-1,0,0,0,0,0,0,0,0.28,0,0,0,0.00266,0.084,0,14,0.14,0,0,13.972,13.972,0,0,0,0,0,0,0,0,0,0,0,0,"Sugars, granulated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.0014
grapeseed oil,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.78,166.455,4.5,0,0,0,0.0045,0,0,0,0.3015,0,0,0.0135,0,0,0.1215,0,0,0,0.711,0,0,0,0,0,3.132,0,0,0,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7245,3.1455,0.432,0,0,0,0,0,0,0,0,0,fats,4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13.5,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oil, grapeseed",0,0,0,0,0,0,0,0,0,0,0,0,1.296,0,0,0
green 'snap' beans,86,0,0.07224,0,0.06278,0.5676,0.2193,0,0.086,0,31.82,0,5.9942,59.34,325.94,0,13.158,0.05934,0,0.01548,0,26.66,112.66,0.1892,0,0,0,0,0,0,0,0.03612,0,0,0,0,0,0.00688,0,0,0,0.00688,0,0,0,0,0,0.03784,0,0,0,0.05934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086,0.09718,0.043,0,0,0,2.322,16.34,28.38,28.38,28.38,0,vegetables,11052,1.1954,0,1.2986,0.16082,0.0559,0.02924,0,0.8858,0.05676,0,0.09632,550.4,0,0.07568,21.5,0,0.18576,-1,109,0,0.01892,0.63124,0.1935,0.05762,32.68,0,181.46,0.05848,1.5738,0,0.08944,0.516,0.08514,86,5.16,0.7568,0,0.3096,2.8036,0,0.07052,0.06794,0,0,0,0,0,0,0,0.01634,0.03612,"Beans, snap, green, raw",0.0774,593.4,30.1,0,0,0.12126,10.492,0,0,0,0,0,0.3526,36.98,77.6752,0.2064
green cabbage / common cabbage,94,0,0.03948,0,0.06486,0.6768,0.11186,0,0,0,44.18,0,5.0478,0,0,0,0,0.02162,0,0.0094,0,22.56,94,0.1692,0,0.00094,0,0.00094,0,0,0,0.01786,0,0,0,0,0,0.00094,0,0,0,0.01222,0,0,0,0,0,0.0329,0,0,0,0.04324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01222,0.08178,0.02162,0,0,0,2.162,0,53.58,53.58,53.58,0,vegetables,11749,0,0,0,0.2538,0.02538,0.0235,0,0.5264,0.05734,0,0.05922,0,0,0.05358,14.1,0,0.14946,-1,94,0,0.01128,0.282,0.1316,0.03666,21.62,10.34,231.24,0.22372,1.1374,0,0.0282,0.846,0.06674,94,16.92,0,0,0,0,0,0.047,0.03948,0,0,0,0,0,0,0,0.01128,0.01974,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",0.04888,118.44,5.64,0,0,0.0893,47.94,0,0,0,0,0,0,0,86.9688,0.1692
greenland halibut / greenland turbot p17f16,120,0,1.0428,0,1.032,1.2,1.7652,0,0,0,3.6,0,0,0,0,55.2,74.16,0.036,0,0.1848,0,223.2,933.6,16.608,0,0.0096,0,0.9048,0,0,0,1.728,0,0,2.1156,0,0,0.2316,0,0,0,2.8716,0,0,0,0,0,0.1476,0,0,0,0.0516,0.1584,0,2.6844,0,0,0,0,0,0.0732,0.6312,0,0,0,0,2.3616,0,0.1068,0.4716,0,0,0,0,0,10.0536,1.6404,2.9028,0,0,0,0,0,1.2,1.2,1.2,0,proteins,15038,0,0,0,2.574,0.828,0.5076,0,0.792,0.7944,0,1.4016,0,0,1.584,31.2,0,0.0144,-1,-1,0,0.51,1.8,0.3,0.6732,196.8,0,321.6,0.6096,17.244,16.8,0.096,43.8,0.7032,120,96,0,0,0,0,0,0.072,0.756,0,0,0,0,0,0,0,0.1932,0.582,"Fish, halibut, Greenland, raw",0.888,56.4,16.8,1.2,0,0.504,0,1316.4,0,32.88,32.88,0,0.876,0.12,84.324,0.48
ground allspice,1,0,0,0,0,0.0465,0,0,0,0,6.61,0,0.7212,0,0,0,0,0.00553,0,0,0,2.63,10.99,0.0869,0,0,0,0.0002,0,0,0,0.0049,0,0,0,0,0,0.0199,0,0,0,0.0066,0,0,0,0,0,0.0229,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0.0236,0.0255,0,0,0,0.216,0,0.36,0.36,0.36,0,spices,2001,0,0,0,0,0,0,0,0.0706,0,0,0,0,0,0,1.35,0,0.02943,-1,-1,0,0,0.0286,0,0,1.13,0.61,10.44,0,0.0609,0,0.00063,0.027,0,1,0.77,0,0,0,0,0,0.00101,0,0,0,0,0,0,0,0,0,0,"Spices, allspice, ground",0,5.4,0.27,0,0,0.0021,0.392,0,0,0,0,0,0,0,0.0846,0.0101
"ground beef, 80% lean",125,0,1.345,0,1.3975,1.05,1.93375,0,10.25,0,22.5,0,0,0,0,88.75,70.5,0.07625,0,0.22125,0,317.5,1327.5,25,0,0.0175,0,0.74,0.2025,0.11875,0,5.34875,0,0,0.905,0.28,0.205,2.9525,0,0,1.475,1.475,0,0,0,0,0,0.525,0,0.06375,0.01875,0.08125,0,0.02,0.0825,0,0,0,0,0,0.04375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.06,0.65125,9.47625,1.475,1.475,0,0,0,8.75,8.75,8.75,0,proteins,23572,0,0,0,3.21875,1.4575,0.6975,0.34,2.425,0.94875,0,1.67375,0,0,1.77875,21.25,0,0.0125,-1,-1,0,0.5525,5.28375,0.6225,0.8375,197.5,0,337.5,1.09375,21.4625,5,0.18875,18.75,0.86,125,82.5,0,0,0,0,0,0.05375,0.83125,0,0,0,0,0,0,0,0.10875,0.66,"Beef, ground, 80% lean meat / 20% fat, raw",1.055,17.5,5,2.675,0,0.40375,0,3.75,0,0.125,0.125,0,0.2125,2.25,77.3375,5.225
ground cardamom,1,0,0,0,0,0.0578,0,0,0,0,3.83,0,0.6847,0,0,0,0,0.00383,0,0,0,3.11,13.03,0.067,0,0,0,0.0003,0,0,0,0.0057,0,0,0.0002,0,0,0.0006,0,0,0,0.0085,0,0,0,0,0,0.0031,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087,0.0043,0.0068,0,0,0,0.28,0,0,0,0,0,spices,2006,0,0,0,0,0,0,0,0.1397,0,0,0,0,0,0,2.29,0,0.28,-1,-1,0,0,0.01102,0,0,1.78,0.46,11.19,0,0.1076,0,0.00182,0,0,1,0.18,0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,"Spices, cardamom",0,0,0,0,0,0.0023,0.21,0,0,0,0,0,0,0,0.0828,0.0747
"ground chicken, 92% lean",125,0,1.23875,0,1.41,1.4625,2.02,0,9.625,0,7.5,0,0.05,0,0,107.5,73.5,0.08125,0,0.235,0,178.75,747.5,10.125,0,0,0,0.05125,0.02,0,0,2.23875,0,0,0.67,0.00875,0,0.57,0,3.74,0.0525,3.79375,0,0,1.62875,0,0.0275,1.655,0,0.07125,0.0175,0.08875,0,0.00625,0.03125,0.01375,0,0,0,0,0.0925,0.01,0,0,0,0,0,0,0.01,0.02875,0,0,0,0,0,4.51375,1.885,2.87625,0.08125,0.0525,0,0,0,1.25,1.25,1.25,0,proteins,5332,0,0,0,3.26375,1.0475,0.66125,0.1175,1.025,0.9925,0,1.70125,0,0,1.88625,26.25,0,0.02,-1,-1,0,0.5575,6.96875,1.365,0.85375,222.5,0,652.5,0.8225,21.8,0,0.30125,12.75,0.91375,125,75,0,0,0,0,0,0.13625,0.90875,0,0.0375,0.2125,0,0,0,0,0.18375,0.755,"Chicken, ground, raw",1.0325,0,0,0.7,0,0.64,0,0,0,0,0,0,0.3375,1,91.55,1.8375
ground cloves,1,0,0.0029,0,0.0032,0.0563,0.006,0,0.014,0,6.32,0,0.6553,0,0.45,0,0.374,0.00368,1.03,0.0007,0,2.74,11.45,0.13,0.00131,0.00035,0,0.00263,0,0.00018,0,0.01858,0.00026,0,0.00026,0.00044,0,0.00683,0,0.0078,0.0021,0.0099,0.00058,0,0.02557,0.00042,0,0.02657,0,0.00585,0,0.00585,0,0.00193,0.00359,0.00017,0,8.00E-05,8.00E-05,0,0.00104,8.00E-05,0,0.00175,0.00018,0,0.00018,0.00058,0.00184,0,0.00491,0,0,9.00E-05,0.00026,0.01393,0.03606,0.03952,0.00254,0.0021,0,0.339,0,0.25,0.25,0.25,0,spices,2011,0.0107,0.0015,0.0114,0.0056,0.0028,0.0013,0,0.1183,0.0024,0,0.004,0,0,0.0037,2.59,0,0.60127,-1,-1,0,0.0008,0.0156,0.00509,0.0023,1.04,2.56,10.2,0.0039,0.0597,0,0.0022,0.072,0.0024,1,2.77,0,0,0.0002,0.0238,0,0.00158,0.0018,0,0,0,0,0,0,0,0.0003,0.0019,"Spices, cloves, ground",0.0034,1.6,0.08,0,0,0.00391,0.002,0,0,0,0,0,0.0882,1.418,0.0987,0.0232
ground mace,1,0,0,0,0,0.0223,0,0,0,0,2.52,0,0.505,0,0,0,0,0.02467,0,0,0,4.75,19.89,0.3238,0,0,0,0.0093,0,0,0,0.0769,0,0,0.0058,0,0,0.0043,0,0,0,0.1059,0,0,0,0,0,0.0431,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1117,0.0439,0.0951,0,0,0,0.202,0,0.76,0.76,0.76,0,spices,2022,0,0,0,0,0,0,0,0.139,0,0,0,0,0,0,1.63,0,0.015,-1,-1,0,0,0.0135,0,0,1.1,0.73,4.63,0,0.0671,0,0.00448,0.027,0,1,0.8,0,0,0,0,0,0.00312,0,0,0,0,0,0,0,0,0,0,"Spices, mace, ground",0,8,0.4,0,0,0.0016,0.21,0,0,0,0,0,0,0,0.0817,0.023
ground mustard seed,1,0,0.01173,0,0.01933,0.0433,0.02435,0,0.019,0,2.66,0,0.2809,0,0.18,0,1.227,0.00645,0,0.0068,0,5.08,21.26,0.3624,0,0,0,0,0,0,0,0.00977,0,0,0.00062,0,0,0.00458,0,0,0,0.08463,0,0,0,0,0,0.05921,0,0,0,0.03792,0,0.00275,0.03994,0.0025,0,0,0,0,0,0,0,0.00175,0,0,0.09355,0,0,0,0.00105,0.00644,0,0,0,0.22518,0.10088,0.01989,0,0,0,0.122,0,1.62,1.62,1.62,0,spices,2024,0.0002,0.002,0.0288,0.05265,0.01587,0.00878,0,0.0921,0.01183,0,0.0208,5.68,0,0.01844,3.7,0,0.02448,-1,-1,0,0.00483,0.04733,0.0081,0.01173,8.28,1.18,7.38,0.0281,0.2608,0,0.00261,2.081,0.00759,1,0.13,0,0,0.0369,0.0679,0,0.00805,0.00838,0,0.0081,0.1982,0,0,0,0,0.00256,0.00809,"Spices, mustard seed, ground",0.01509,0.31,0.02,0,0,0.00397,0.071,0,0,0,0,0,0.0507,0.054,0.0527,0.0608
ground nutmeg,1,0,0,0,0,0.0234,0,0,0,0,1.84,0,0.4929,0,0.28,0,0.088,0.01027,0.66,0,0,5.25,21.96,0.3631,0,0.0037,0,0.2283,0,0,0,0.0226,0,0,0.014,0,0,0.0017,0,0,0,0.0159,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322,0.0035,0.2594,0,0,0,0.208,0,0.76,0.76,0.76,0,spices,2025,0,0,0,0,0,0,0,0.0304,0,0,0,0,0,0,1.83,0,0.029,-1,-1,0,0,0.01299,0,0,2.13,0.62,3.5,0,0.0584,0,0.00057,0.016,0,1,0.16,0,0,0,0.0299,0,0.00346,0,0,0,0.0053,0,0,0,0,0,0,"Spices, nutmeg, ground",0,1.02,0.05,0,0,0.0016,0.03,0,0,0,0,0,0,0,0.0623,0.0215
ground turmeric,2,0,0.0066,0,0.0108,0.1416,0.0372,0,0.194,0,3.36,0,1.3428,0,0,0,0.984,0.026,0,0.003,0,6.24,26.1,0.065,0.01696,6.00E-05,0,0.00788,0.00308,0,0,0.0031,0,0,0,0.0067,0.00328,6.00E-05,0,0.0015,0.00112,0.00262,0,0,0,0,0,0.01344,0,6.00E-05,0.00162,0.00168,0,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0.00898,0.01512,0.03676,0.00112,0.00112,0,0.454,0,0.4,0.4,0.4,0,spices,2043,0.009,0,0.0076,0.0228,0.0094,0.003,0,1.1,0.0094,0,0.0162,0,0,0.0076,4.16,0,0.396,-1,-1,0,0.0028,0.027,0.01084,0.0106,5.98,0,41.6,0.0096,0.1936,0,0.003,0.124,0.0056,2,0.54,0,0,0.0476,0.0642,0,0.00116,0.0066,0.0002,0,0.0144,0,0,0,0,0.0034,0.0064,"Spices, turmeric, ground",0.0132,0,0,0,0,0.00214,0.014,0,0,0,0,0,0.0886,0.268,0.257,0.09
haddock p19f00,120,0,1.3716,0,1.3572,1.536,2.3232,0,0,0,13.2,0,0,0,0,64.8,78,0.0252,0,0.2436,0,88.8,370.8,0.54,0,0.0012,0,0.0048,0.0012,0.0012,0,0.0756,0.0036,0.0012,0.0048,0.0012,0.0072,0.024,0,0.0444,0.0036,0.0468,0,0,0.0168,0.0012,0,0.018,0,0.0024,0,0.0024,0.0024,0,0.006,0.0012,0,0.0012,0.0024,0,0.0108,0.0504,0,0,0.0024,0,0.0024,0.0012,0.006,0.1068,0,0.0048,0,0,0,0.0732,0.1992,0.1092,0.0048,0.0036,0,0,0,14.4,14.4,14.4,0,proteins,15033,0,0,0,3.3864,1.0896,0.6684,0,0.204,1.0452,0,1.8444,0,0,2.0832,25.2,0,0.0132,-1,-1,0,0.672,4.0356,0.4836,0.8856,272.4,0,343.2,0.8028,19.584,20.4,0.0684,31.08,0.9252,120,255.6,0,0,0,0,0,0.024,0.9948,0,0,0,0,0,0,0,0.2544,0.7656,"Fish, haddock, raw",1.1688,68.4,20.4,2.196,0,0.3372,0,21.6,0,0.6,0.6,0,0.54,0.12,100.056,0.384
high oleic safflower oil,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,39.78,166.455,4.5,0.004185,0,0,0,0,0,0,0.2187,0.004275,0,0.004275,0,0,0.086175,0,3.36339,0.00432,3.367665,0,0,0.57258,0,0,0.57258,0,0.00432,0,0.00432,0,0.01728,0.01296,0,0,0,0,0,0,0,0,0.013005,0,0,0,0,0,0,0,0,0,0,0,3.384945,0.5769,0.339345,0.00432,0.00432,0,0,0,0,0,0,0,fats,4511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13.5,0,0,0,0,0,0,19.98,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oil, safflower, salad or cooking, high oleic (primary safflower oil of commerce)",0,0,0,0,0,0,0,0,0,0,0,0,1.5345,0.3195,0,0
iceburg lettuce,72,0,0.018,0,0.0108,0.2592,0.09,0,0.072,0,12.96,0,2.1384,2.88,215.28,0,4.824,0.018,0,0.0036,0,10.08,41.76,0.1008,0,0,0,0,0,0,0,0.01152,0,0,0.00072,0,0,0.00144,0,0,0,0.00288,0,0,0,0,0,0.01512,0,0,0,0.03744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432,0.05328,0.01296,0,0,0,0.864,0,20.88,20.88,20.88,0,vegetables,11252,0.72,0,0.6552,0.13968,0.0108,0.00648,0,0.2952,0.01296,0,0.018,199.44,0,0.01728,5.04,0,0.09,-1,-1,0,0.0036,0.08856,0.06552,0.01656,14.4,7.2,101.52,0.0072,0.648,0,0.018,0.072,0.018,72,7.2,0,0,0.036,1.4184,0,0.02952,0.018,0,0,0.0648,0,0,0,0,0.00648,0.00504,"Lettuce, iceberg (includes crisphead types), raw",0.01728,361.44,18,0,0,0.03024,2.016,0,0,0,0,0,0.1296,17.352,68.8608,0.108
iodized salt,1,0,0,0,0,0.998,0,0,0,0,0.24,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,spices,2047,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0.01,0,0.001,-1,-1,0,0,0,0,0,0,0,0.08,0,0,0,0,0.001,0,1,387.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salt, table",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001
jarred black olives [ROLAND],60,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,112.8,0,9.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vegetables,45028302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ROLAND, MOUNT PELION BLACK OLIVES, UPC: 041224717466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
